title,url,is_daily_report,paragraph_index,paragraph
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,36,"High-level Ministerial on the GST Findings on Adaptation: Ambassador Wael Aboulmagd, Egypt, and Razan Al Mubarak, UN Climate Change High-level Champion, co-facilitated."
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,37,"President Giorgia Meloni, Italy, pledged EUR 100 million to the loss and damage fund."
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,38,"Prime Minister Xavier Espot Zamora, Andorra, noted the importance of mountains for economies and livelihoods and mountain ecosystems’ vulnerability to climate change. President Sadyr Japarov, Kyrgyzstan, with Tandi Dorji, Minister for Foreign Affairs of Bhutan, called for a global dialogue on mountains and climate."
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,39,"Prime Minister Mark Rutte, the Netherlands, announced contributions of EUR 15 million for the loss and damage fund and EUR 25 million to enhance African LDCs’ disaster response capacity."
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,40,"Prime Minister Pushpa Kamal Dahal, Nepal, underscored that the GST must prioritize adaptation and ensure simplified access to financial and technological resources for climate-vulnerable LDCs."
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,41,"Prime Minister Robert Abela, Malta, warned that we cannot adapt to runaway climate change and called for deep, rapid, and sustained emissions reduction and finance to support climate action globally."
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,42,"Prime Minister Andrej Plenković, Croatia, said adaptation should be integrated into national policies, strategic frameworks, and legislation and be locally tailored."
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,43,"President Wavel John Charles Ramkalawan, Seychelles, called for high-income small island states to have access to concessionary loss and damage funding."
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,44,"Prime Minister Russel Dlamini, Eswatini, called for reform of the global financial system and stressed the need to address poverty through strategic investment, efficient irrigation, carbon storage, and innovative technology."
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,45,"Sade Rashel Fritschi Naranjo, Minister of Environment and Water, Ecuador, called for scaling up finance and adopting a multi-dimensional focus on adaptation."
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,46,"Qu Donyu, Director-General, UN Food and Agriculture Organization, lamented the drastic decrease in agri-food systems financing."
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,47,"Mwanahamisi Singano, Women’s Environment and Development Organization, called for including references to women in the GST text and making finance accessible to women."
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,48,"Grace Balawag, International Indigenous Peoples’ Forum on Climate Change, called for the GST to address maladaptation and greenwashing projects used to justify rights violations and displacement."
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,49,Transparency
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,50,"Reporting from Non-Annex I Parties: Report of the Consultative Group of Experts: In informal consultations, Co-Facilitators Mausami Desai (US) and Xiang Gao (China) invited parties to consider the Consultative Group of Experts’ (CGE’s) report on its work in 2023 (FCCC/SBI/2023/20) and provide guidance for its 2024 work."
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,51,"Suggestions included separating metrics on submissions of biennial transparency report (BTR) from submissions of national communications and biennial update reports, and highlighting ongoing capacity constraints. A country called for equal access to participate fully in the CGE as chairperson or rapporteur."
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,52,"On 2024 work, some suggested focusing on: supporting developing countries in preparing BTRs to fulfill obligations under the Paris Agreement’s Enhanced Transparency Framework (ETF); supporting the Secretariat in training parties to use new reporting tools; addressing imbalances in sectoral, gender, and geographical representation; and identifying and closing ongoing support gaps."
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,53,The Co-Facilitators will prepare draft conclusions.
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,54,"Provision of Financial and Technical Support for Reporting under the Paris Agreement: In informal consultations, Co-Facilitators Sandra Motshwanedi (South Africa) and Julia Gardiner (Australia) invited parties to share their views on the informal note. One developing country group underscored the lack of capacity to complete BTRs. Another developing country group supported, emphasizing the need for more targeted capacity building and addressing gaps."
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,55,"Some developing countries lamented that some matters taken up during COP 27 were not addressed in the informal note and called for the Co-Facilitators to draft a decision text before discussions go forward. A few developing country groups agreed, with one group proposing the Secretariat also present what other kinds of support it can provide. Discussions will continue in informal consultations."
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,56,Capacity Building
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,57,"Capacity building under the Convention, Kyoto Protocol, and Paris Agreement: Catherine Goldberg (US) and Gonzalo Guaiquil (Chile) co-facilitated informal consultations. Parties welcomed the annual technical progress report of the Paris Committee on Capacity-building. They mandated the Co-Facilitators to prepare first drafts of COP and CMA decisions. Key issues raised by parties included addressing implementation gaps and emerging needs, identifying synergies, and ensuring equitable geographic representation in capacity-building efforts."
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,58,Social Considerations
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,59,"Gender: In informal consultations, Co-Facilitators Marc-André Lafrance (Canada) and Angela Ebeleke Ibenge (Democratic Republic of the Congo) invited parties to share their views on the reports presented by the Secretariat (FCCC/SBI/2023/13, FCCC/SBI/2023/4). Several developing and developed country groups lauded the reports. They proposed postponing the deadline for submissions to March 2024, to give parties sufficient time to review and provide comments before COP 29. One developed country underscored the importance of financial resources to implement the gender action plan. Several developing country groups also proposed conducting an in-session workshop to help guide countries."
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,60,Discussions will continue in informal consultations.
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,61,Agriculture
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,62,"Sharm el-Sheikh Joint Work on Implementation of Climate Action on Agriculture and Food Security: In informal consultations facilitated by Una May Gordon (Jamaica), delegates debated the basis for their discussions, with divergent views on whether to use the informal note from SB 58, or start from scratch. Many developing countries stressed that they could not give the Co-Facilitators a mandate to develop a new text at this time. Delegates were also unable to agree on whether they should begin by addressing the text’s elements or the topics of future workshops. Co-Facilitator Gordon encouraged delegates to continue their discussions along the margins ahead of the next informal consultations."
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,63,In the Corridors
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,64,"Somehow two different worlds co-existed in the sprawling Expo 2020 venue. World leaders adopted the UAE Declaration on Sustainable Agriculture, Resilient Food Systems, and Climate Action. Some announced additional loss and damage funding, notably Italy’s EUR 100 million pledge. They tried their best to show unity in the face of the climate crisis."
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,65,"In their own world, negotiators struggled to achieve even surface-level harmony. Negotiations on long-term finance and the review of the functions of the SCF revealed little trust among parties. They still strain to find common ground on how to count and consider climate finance in terms of definitions, methodologies, and negotiation processes. Talks of the new collective quantified finance goal were more amenable. All agreed on one thing: not to replicate what one called “the mistakes” of the GST, namely, having a lengthy technical process that is largely disconnected from a short political process."
Daily report for 1 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-1dec2023,True,66,"The GST delegates wouldn’t have heard their colleagues’ remarks but may have agreed. Throughout the day, ideas were proposed and rejected. A “legal and philosophical” discussion on the relationship between the Paris Agreement and the Convention circled. Some civil society delegates who had to leave the overfilled room, only to find the consultations were not available online, drew parallels between the “overcapacity room and the overcapacity text.” With further interventions by world leaders tomorrow, perhaps one world’s positivity can spill over into the next."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,0,"Various high-level events on topics ranging from mountains to health convened throughout the day. Negotiations proceeded on topics key to the success of this conference, including the Global Stocktake (GST), mitigation ambition and implementation work programme, and finance."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,1,High-Level Roundtable on Mountains and Climate Change
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,2,"Prime Minister Pushpa Kamal Dahal, Nepal, moderated, saying mountain countries must collaborate to incorporate mountain-related issues into all the UNFCCC’s frameworks and negotiation processes. Participants cited the GST and Global Goal on Adaptation (GGA) as priority areas to include mountains and the cryosphere. They also highlighted the need to ensure the loss and damage fund is accessible for the most vulnerable mountain regions and least developed countries (LDCs)."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,3,"They discussed the importance of mountain regions as guardians of biodiversity, sources of freshwater, and critical to regulating climate change. They also underlined the need for more finance to support mountain communities."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,4,Mitigation
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,5,"Sharm el-Sheikh Mitigation Ambition and Implementation Work Programme: In informal consultations, Co-Facilitators Kay Harrison (New Zealand) and Carlos Fuller (Belize) informed parties that following consultations with the Subsidiary Body Chairs, they prepared a note with no formal status to assist discussions. Parties could not agree to use the note as a basis for consultations, with some underlining the lack of a mandate for the Co-Facilitators to prepare it. Consultations proceeded without reference to the note, with parties identifying elements they would want to see in a draft text. Informal consultations will continue."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,6,"Matters Relating to Article 6: Guidance on Article 6.2 (cooperative approaches): In informal consultations co-facilitated by Maria AlJishi (Saudi Arabia) and Peer Stiansen (Norway), parties considered draft decision text. Several parties underlined the need to focus on those elements of the decision necessary to operationalize cooperative approaches. Parties commented on the need to define a “cooperative approach,” with some stating that this is not part of the mandate, while other parties underlined the importance of a clear definition. Informal consultations will continue."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,7,"Guidance on Paris Agreement Article 6.4 (mechanism): The contact group was co-chaired by Kate Hancock (Australia) and Sonam Tashi (Bhutan), who invited parties to consider the annual report of the Article 6.4 Supervisory Body (FCCC/PA/CMA/2023/15 and Add.1). They noted the report contains recommendations to the CMA on: establishment of a Designated National Authorities Forum; exemption for activities in LDCs from payment of the share of proceeds for adaptation; activities involving removals; and development and assessment of methodologies."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,8,"All parties welcomed the Supervisory Body’s report. Most comments focused on the recommendations on activities involving removals, with some comments on the methodologies recommendations."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,9,"ARGENTINA, BRAZIL, and URUGUAY (ABU) and the EUROPEAN UNION (EU) expressed satisfaction with the methodologies recommendations but significant concerns with the removals recommendations."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,10,"The AFRICAN GROUP, LDCs, ARAB GROUP, LIKE-MINDED GROUP OF DEVELOPING COUNTRIES (LMDCs), JAPAN, and BUSINESS AND INDUSTRY NGOs (BINGOs) supported adopting the recommendations, noting that although they are not perfect, they are an acceptable basis for operationalizing the Article 6.4 mechanism. The AFRICAN GROUP and LDCs said a work programme with a clear timeline can be established to provide additional guidance to address the issues including activities involving removals."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,11,"The COALITION FOR RAINFOREST NATIONS (CfRN) expressed concern about the removals recommendations, urging coherence with Paris Agreement Article 5.2 (forests), such as national-level aggregation. She lamented that the recommendations are a step backward, as they would allow credit for afforestation in one area while ignoring forest loss in others. She said the Supervisory Body has no mandate to develop new methodologies for forests."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,12,"Several parties, including the EU, ALLIANCE OF SMALL ISLAND STATES (AOSIS), and LMDCs, urged the Supervisory Body to engage with experts and science through relevant panels. The INDEPENDENT ALLIANCE OF LATIN AMERICA AND THE CARIBBEAN (AILAC) noted the lack of explicit reference to environmental and social safeguards. JAPAN and LMDCs noted the Supervisory Body expected to finalize the sustainable development tool next year. AOSIS identified the need for further work on durability, excluding activities with a high risk of reversal, and distinguishing between emissions reduction units and removals units."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,13,"CLIMATE ACTION NETWORK (CAN) and WOMEN AND GENDER said the recommendations are not ready for adoption, noting concerns about removing some recommendations, among others."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,14,Adaptation
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,15,"Glasgow–Sharm el-Sheikh Work Programme on the Global Goal on Adaptation: In informal consultations, Co-Facilitators Mattias Frumerie (Sweden) and Janine Felson (Belize) lauded pre-sessional discussions which led to several areas of convergence emerging around structural elements for a draft decision. These include: the need for an overarching statement on the GGA’s global aspirations; some targets; themes; avoiding additional reporting burdens; engaging with stakeholders; and the importance of means of implementation. They noted that the “how” to achieve several of these elements remained unclear."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,16,"Several parties reiterated their priorities for inclusion. Views diverged on: whether to include as an element the principles of the Convention and Paris Agreement, particularly equity and common but differentiated responsibilities and respective capabilities (CBDR-RC); and having a new standalone agenda item on the GGA under both SBs. Informal consultations will continue."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,17,Report and review of the Adaptation Committee (AC): Co-Facilitators Pilar Bueno (Argentina) and Roberta Ianna (Italy) proposed that the first informal consultations focus on reviewing the 2023 AC report.
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,18,Parties welcomed the AC report and its recommendations. Some parties suggested adding forward-looking elements to increase resilience. Several parties welcomed the technical paper on monitoring and evaluation systems at national and subnational levels and the work done with the LDC Expert Group (LEG) on methodologies for reviewing the adequacy and effectiveness of adaptation action and support.
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,19,"A developing country group underscored the importance of calling for greater engagement with the Intergovernmental Panel on Climate Change (IPCC), especially Working Group II (on Impacts, Adaptation and Vulnerability), noting the need for the IPCC’s assistance to complete aspects of the AC’s flexible work programme. The Co-Facilitators will prepare draft text."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,20,"National Adaptation Plans (NAPs): In informal consultations, Co-Facilitators Jens Fugl (Denmark) and Antwi-Boasiako Amoah (Ghana) reminded parties of the mandate to continue considering progress and needs relating to NAP formulation and implementation, and information from the AC and LEG. Parties debated whether to consider the heavily bracketed text from SBI 58 (June 2023) or share their priorities."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,21,"Proposals included: recognizing new NAP submissions and highlighting progress; emphasizing the importance of financial, technical, and capacity-building support for NAP formulation and implementation; participatory approaches that engage local stakeholders and integrate Indigenous and local knowledge; and adding links to the GST and GGA. Some underscored the need for adequate monitoring and evaluation to track adaptation action over time. Others suggested highlighting sources of funding like the Green Climate Fund (GCF), LDC Fund, and Special Climate Change Fund (SCCF), and encouraging the use of NAP Central. The Co-Facilitators will produce revised text."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,22,Finance
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,23,"Guidance to the Global Environment Facility (GEF): Discussions opened in a COP contact group, co-chaired by Marine Lannoy (France). The AFRICAN GROUP, supported by others, called for reflecting the operationalization of the loss and damage fund."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,24,"Developing countries expressed strong concerns over access restrictions related to countries’ income groups and expected co-financing, urged for a direct access modality, and called for opening accreditation opportunities. The ENVIRONMENTAL INTEGRITY GROUP (EIG) noted it will submit language on conflict-sensitive approaches. LDCs and AOSIS called for pledges to the LDC Fund and SCCF."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,25,"Other points raised related to gender responsiveness, Indigenous Peoples, and how the tagging of climate-biodiversity co-benefits affects the magnitude of the GEF’s climate portfolio."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,26,Discussions then continued in a CMA contact group. AILAC emphasized support for in-house capacity development for developing country reporting under the enhanced transparency framework (ETF) and for conducting needs assessments. The Co-Chairs will prepare draft texts.
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,27,"Standing Committee on Finance (SCF): Ali Waqas (Pakistan) and Apollonia Miola (Italy) co-chaired a contact group on this COP and CMA item. They proposed the group first address matters related to Paris Agreement Article 2.1(c) (on making financial flows consistent with a pathway towards low GHG emissions and climate-resilient development), followed by the doubling of adaptation finance and urgently scaling up support."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,28,"On 2.1(c), AUSTRALIA, NORWAY, the EU, the US, and others underscored progress is critical, with the EIG and the UK, opposed by the AFRICAN GROUP, underscoring the matter should be both addressed under this item and referenced in the GST outcome."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,29,"All parties underscored the importance of discussing the issue, with several developing country groups emphasizing the significant divergence of interpretation, which they saw better reflected in the COP 27 Presidency’s report on the Dialogue (FCCC/PA/CMA/2023/7/Rev.1) than in the SCF’s synthesis of views (FCCC/CP/2023/2/Add.3−FCCC/PA/CMA/2023/8/Add.3)."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,30,"Pointing to the principles of CBDR and equity and the broader focus on sustainable development, the AFRICAN GROUP, ARAB GROUP, and others underscored the need for safeguards. The AFRICAN GROUP welcomed some countries’ domestic work on 2.1(c), but emphasized just transition pathways for developing countries."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,31,"Parties debated how to carry the discussion forward. EIG, NEW ZEALAND, AUSTRALIA, and others considered the Dialogue was not sufficiently well structured and suggested establishing a work programme, with a clear mandate to be agreed by CMA 5. Responding to the AFRICAN GROUP, they emphasized the aim to address various issues of interest to all, including implications for sustainable development, finance for adaptation and resilience, and sectors such as agriculture."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,32,"Matters relating to the Adaptation Fund: Discussions opened in a CMP contact group co-chaired by Diann Black-Layne (Antigua and Barbuda). Parties’ comments related to, among others: concerns over multi-country projects; enhanced complementarity and coordination with the GCF, including on accrediting implementing agencies; and calls for enhanced contributions to the Fund, with LDCs noting the share of proceeds from the Clean Development Mechanism is negligible."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,33,"Discussions continued in a CMA contact group co-chaired by Louise Rousseau (France), who recalled that the SBI agreed to postpone its consideration of matters related to membership in the Fund’s Board. The AFRICAN GROUP called for clarifications on preparing for the eventuality that the Article 6 mechanism and its share of proceeds does not materialize. The US suggested increased attention on the intersection between climate and conflict, on which the AFRICAN GROUP expressed concerns, also noting the provision of guidance is up to the CMP, not CMA. The Co-Chairs invited submissions."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,34,Global Stocktake
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,35,"First Global Stocktake: In informal consultations, Co-Facilitators Alison Campbell (UK) and Joseph Teo (Singapore) invited comments on the adaptation section. There was a shared sense of the need to improve the overall narrative to reflect efforts undertaken, relate key ideas underpinning adaptation such as integrated solutions, and elaborate on other aspects of the way forward. Countries provided various divergent comments on specific paragraphs."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,36,"Some agreed on the need for improved methodologies for assessing adaptation progress and expanding access to climate information services and early warning systems. Views diverged on inviting an IPCC special report on adaptation, with two developing country groups urging elaboration of the invitation. One suggested a task force on indicators, metrics, and methodologies. Developed countries noted the ongoing efforts of Working Group II on adaptation."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,37,"On the link between mitigation and adaptation, one developing country group urged recognition of historic responsibility for current and projected temperature increases and the resulting need for adaptation. Others suggested a more holistic understanding of why adaptation needs continue to increase, including poverty and a lack of access to support. Some called for strengthened recognition of limits to adaptation."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,38,"On adaptation finance, developed countries preferred to move these paragraphs to the means of implementation section. Developing country groups called for transparency on how adaptation finance will be doubled, pointing out that a doubling is insufficient to meet adaptation needs. They further urged specifying that finance be grant-based and more accessible."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,39,"Two developing country groups opposed reference to maladaptation, asking for clarity on the concept and suggesting it could prove a barrier to finance. Another suggested “avoiding” rather than minimizing maladaptation."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,40,"There were some calls to strengthen and include references to human rights, Indigenous rights, gender, and youth from several countries. There was support for references to locally-led adaptation, but some developing countries added national- and transnational-level action. There was some agreement on the need for inclusive adaptation processes."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,41,"Informal consultations continued into the evening, addressing sections on means of implementation."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,42,"High-level Ministerial on the GST Findings on Means of Implementation: President Miguel Díaz-Canel, Cuba, called for the GST to be a vehicle to push for additional support to developing countries."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,43,"Chancellor Olaf Scholz, Germany, observed the importance of increasing finance and highlighted the need to continue attracting private capital."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,44,"Prime Minister Mia Mottley, Barbados, urged non-state actors, including insurance companies, to play a role in establishing adaptation financing mechanisms."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,45,"Prime Minister Mark Brown, Cook Islands, called out the failure of developed countries to meet their climate finance commitments."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,46,"Prime Minister Anwaar-ul-Haq Kakar, Pakistan, evoked the significant loss and damage experienced by his country, underscoring that the finance gap will continue to balloon to trillions of dollars annually by 2050."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,47,"President Alain Berset, Switzerland, highlighted that only this first GST can keep the world within the limit of 1.5°C. He noted the domestic challenge of increasing climate finance while others with higher GDP and emissions are not contributing."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,48,"Mafalda Duarte, GCF, emphasized the GCF’s unique position to respond to key challenges identified in the GST, including with regard to blended finance and technology accelerators and incubators."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,49,"Prime Minister Leo Varadkar, Ireland, noted those with the greatest climate risk are also experiencing the most significant barriers to accessing finance. He appreciated that the loss and damage fund foresees a specific allocation for LDCs and small island developing states (SIDS)."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,50,"Deputy Prime Minister Salah Ahmed Jama, Somalia, stressed that, while Somalia would need an estimated USD 4 billion in climate finance over the next six years, compounding factors, including a significant debt burden, mean they will only receive USD 300 million."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,51,"Minister of Environment Yasmine Fouad, Egypt, pointed out the gaps in adaptation finance, encouraging the use of new finance mechanisms and commitment to multi-party frameworks to achieve the Sustainable Development Goals."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,52,"Minister of Environment and Climate Change Steven Guilbeault, Canada, called for the GST to scale up finance and urged increasing and accelerating adaptation resources from public, private, domestic, and international channels."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,53,Transparency
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,54,"Provision of Financial and Technical Support for Reporting under the Paris Agreement: In informal consultations, parties debated on waiting for Co-Facilitators Sandra Motshwanedi (South Africa) and Julia Gardiner (Australia) to send a draft consolidated text or to share copies of all the parties’ submissions. The Co-Facilitators will send a draft compiled text on Sunday, 3 December, and confer on options to send out individual party submissions for those that want to share them with the group."
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,55,Capacity Building
Daily report for 2 December 2023,https://enb.iisd.org/united-arab-emirates-climate-change-conference-cop28-daily-report-2dec2023,True,56,"Capacity Building under the Convention, Kyoto Protocol, and the Paris Agreement: In informal consultations, co-facilitated by Catherine Goldberg (the US) and Gonzalo Guaiquil (Chile), parties reviewed draft decision texts."
